Page ID,Model Name,Ground Truth,OCR Text,Edit Distance
107907,OpenSeg / V-01.10.01.03,होता,छोड,3
107907,OpenSeg / V-01.10.01.03,है:,सर्यग्र,7
107907,OpenSeg / V-01.10.01.03,"जैसे,",अकारान्त,8
107907,OpenSeg / V-01.10.01.03,"भारत,",श्व्दोंका,9
107907,OpenSeg / V-01.10.01.03,राम।,उवारण,4
107907,OpenSeg / V-01.10.01.03,यहांत,व्यक्षनान्त,8
107907,OpenSeg / V-01.10.01.03,और,होताह,5
107907,OpenSeg / V-01.10.01.03,म,है,2
107907,OpenSeg / V-01.10.01.03,स्वरान्त,"जैसे,",8
107907,OpenSeg / V-01.10.01.03,"हैं,","भीरत,",4
107907,OpenSeg / V-01.10.01.03,पर,राम।,4
107907,OpenSeg / V-01.10.01.03,इनका,यहा,3
107907,OpenSeg / V-01.10.01.03,उकारण,ते,5
107907,OpenSeg / V-01.10.01.03,इस,थर,2
107907,OpenSeg / V-01.10.01.03,प्रकार,मं,6
107907,OpenSeg / V-01.10.01.03,होता,स्वरान्त,7
107907,OpenSeg / V-01.10.01.03,मानो,पर,4
107907,OpenSeg / V-01.10.01.03,त,इनका।,5
107907,OpenSeg / V-01.10.01.03,और,उधारण,4
107907,OpenSeg / V-01.10.01.03,ममें,इस,4
107907,OpenSeg / V-01.10.01.03,अकार,प्रकार,3
107907,OpenSeg / V-01.10.01.03,है,होता,3
107907,OpenSeg / V-01.10.01.03,ही,"है,",2
107907,OpenSeg / V-01.10.01.03,नहीं।,मानो,5
107907,OpenSeg / V-01.10.01.03,दो,ते,2
107907,OpenSeg / V-01.10.01.03,अकारान्त,और,7
107907,OpenSeg / V-01.10.01.03,अक्षरोंके,ममें,8
107907,OpenSeg / V-01.10.01.03,शब्दोंका,अकार,7
107907,OpenSeg / V-01.10.01.03,उच्चारण,है,7
107907,OpenSeg / V-01.10.01.03,करनेके,ही,6
107907,OpenSeg / V-01.10.01.03,समय,नहीं,4
107907,OpenSeg / V-01.10.01.03,दूसरा,ो,5
107907,OpenSeg / V-01.10.01.03,व्यञ्जनान्त,अकारान्त,7
107907,OpenSeg / V-01.10.01.03,बोला,बाक्षणोंके,8
107907,OpenSeg / V-01.10.01.03,जाता,शच्दोंका,7
107907,OpenSeg / V-01.10.01.03,"है,",उच्चारपा,8
107907,OpenSeg / V-01.10.01.03,"जैसे,",करनेके,5
107907,OpenSeg / V-01.10.01.03,"फल,",समय॥,4
107907,OpenSeg / V-01.10.01.03,वल।,"जोछय,",5
107907,OpenSeg / V-01.10.01.03,Sir,जाता,4
107907,OpenSeg / V-01.10.01.03,इसी,है,3
107907,OpenSeg / V-01.10.01.03,Satguru,त,7
107907,OpenSeg / V-01.10.01.03,प्रकार,वव्द,6
107907,OpenSeg / V-01.10.01.03,Jagjit,कह,6
107907,OpenSeg / V-01.10.01.03,Singh,वव्,5
107907,OpenSeg / V-01.10.01.03,तीन,७,3
107907,OpenSeg / V-01.10.01.03,Ji,दुृटुण०,7
107907,OpenSeg / V-01.10.01.03,अक्षरोंके,49०,9
107907,OpenSeg / V-01.10.01.03,eLibrary,१७,8
107907,OpenSeg / V-01.10.01.03,शब्दोंमें,aoeoat,9
107907,OpenSeg / V-01.10.01.03,NamdhariElibrary@gmail.com,दुह,26
107907,OpenSeg / V-01.10.01.03,"तीसरा,",परकार,5
107907,OpenSeg / V-01.10.01.03,चारमै,ददों,5
107907,OpenSeg / V-01.10.01.03,दूसरा,क,5
107907,OpenSeg / V-01.10.01.03,और,,2
107907,OpenSeg / V-01.10.03.03,वर्णविचार।,?,10
107907,OpenSeg / V-01.10.03.03,११,""":",2
107907,OpenSeg / V-01.10.03.03,है,यर्णयिचार-११,12
107907,OpenSeg / V-01.10.03.03,या,है,2
107907,OpenSeg / V-01.10.03.03,अगल,या,3
107907,OpenSeg / V-01.10.03.03,बगल,अगल,1
107907,OpenSeg / V-01.10.03.03,और,यगल,3
107907,OpenSeg / V-01.10.03.03,पहले,पहली,1
107907,OpenSeg / V-01.10.03.03,"है,",है,1
107907,OpenSeg / V-01.10.03.03,"लज्जा,","लज्ा,",1
107907,OpenSeg / V-01.10.03.03,रज्जू।,रजू्जू।,1
107907,OpenSeg / V-01.10.03.03,"क,ट,ड,","क,",4
107907,OpenSeg / V-01.10.03.03,ढ,"ट,",2
107907,OpenSeg / V-01.10.03.03,के,"ह,",2
107907,OpenSeg / V-01.10.03.03,साथ,ढ,3
107907,OpenSeg / V-01.10.03.03,जय,के,2
107907,OpenSeg / V-01.10.03.03,य,साथ,3
107907,OpenSeg / V-01.10.03.03,जुड़ता,जय,5
107907,OpenSeg / V-01.10.03.03,"है,",य,3
107907,OpenSeg / V-01.10.03.03,तब,जुड़ता,5
107907,OpenSeg / V-01.10.03.03,उनके,"है,",4
107907,OpenSeg / V-01.10.03.03,रूप,तय,3
107907,OpenSeg / V-01.10.03.03,इस,उनके,4
107907,OpenSeg / V-01.10.03.03,प्रकार,रूप,5
107907,OpenSeg / V-01.10.03.03,होते,रस,4
107907,OpenSeg / V-01.10.03.03,"हैं:--पप,",प्रकार,9
107907,OpenSeg / V-01.10.03.03,"ट्य,",होते,4
107907,OpenSeg / V-01.10.03.03,"टन,","है-यप,",5
107907,OpenSeg / V-01.10.03.03,"इय,","ट्य,",2
107907,OpenSeg / V-01.10.03.03,ढ्य।,"ठम,",4
107907,OpenSeg / V-01.10.03.03,जय,"इय,",2
107907,OpenSeg / V-01.10.03.03,ण,दय,2
107907,OpenSeg / V-01.10.03.03,किसी,जव,4
107907,OpenSeg / V-01.10.03.03,अन्य,ग,4
107907,OpenSeg / V-01.10.03.03,व्यञ्जनसे,किसी,8
107907,OpenSeg / V-01.10.03.03,मिल,अन्य,4
107907,OpenSeg / V-01.10.03.03,जाता,व्यअनसे,7
107907,OpenSeg / V-01.10.03.03,"है,",मिल,3
107907,OpenSeg / V-01.10.03.03,तब,जाता,3
107907,OpenSeg / V-01.10.03.03,उसकी,"है,",4
107907,OpenSeg / V-01.10.03.03,खड़ी,तय,4
107907,OpenSeg / V-01.10.03.03,रेखा,उसकी,4
107907,OpenSeg / V-01.10.03.03,गिर,खड़ी,4
107907,OpenSeg / V-01.10.03.03,जाती,रेखा,4
107907,OpenSeg / V-01.10.03.03,है।,गिर,3
107907,OpenSeg / V-01.10.03.03,कौर,जाती,4
107907,OpenSeg / V-01.10.03.03,जब,है,2
107907,OpenSeg / V-01.10.03.03,अपने,कौर,4
107907,OpenSeg / V-01.10.03.03,धर्मफे,जथ,6
107907,OpenSeg / V-01.10.03.03,व्यञ्जनोंसे,अपने,9
107907,OpenSeg / V-01.10.03.03,मिलता,घर्गफे,6
107907,OpenSeg / V-01.10.03.03,"है,",व्यश्रनोंसे,11
107907,OpenSeg / V-01.10.03.03,तब,मिलता,4
107907,OpenSeg / V-01.10.03.03,भी,"है,",3
107907,OpenSeg / V-01.10.03.03,रूप,तय,3
107907,OpenSeg / V-01.10.03.03,इसी,भी,2
107907,OpenSeg / V-01.10.03.03,प्रकार,रूप,5
107907,OpenSeg / V-01.10.03.03,बदल,इसी,3
107907,OpenSeg / V-01.10.03.03,जाता,प्रकार,5
107907,OpenSeg / V-01.10.03.03,है।,यदल,3
107907,OpenSeg / V-01.10.03.03,पर,जाता,4
107907,OpenSeg / V-01.10.03.03,उच्चारण,ही।,7
107907,OpenSeg / V-01.10.03.03,नके,पर,3
107907,OpenSeg / V-01.10.03.03,समान,उश्यारण,6
107907,OpenSeg / V-01.10.03.03,होता,नफे,4
107907,OpenSeg / V-01.10.03.03,है;,समान,4
107907,OpenSeg / V-01.10.03.03,"जैसे,",होता,5
107907,OpenSeg / V-01.10.03.03,"कण्टक,",है;,6
107907,OpenSeg / V-01.10.03.03,ठण्ड।,"जैसे,",5
107907,OpenSeg / V-01.10.03.03,क,"फण्टक,",5
107907,OpenSeg / V-01.10.03.03,गोर,ठण्ट॥,5
107907,OpenSeg / V-01.10.03.03,व,कगीर,4
107907,OpenSeg / V-01.10.03.03,योग,घफे,3
107907,OpenSeg / V-01.10.03.03,व,योगमें।,7
107907,OpenSeg / V-01.10.03.03,नीचे,गीचे,1
107907,OpenSeg / V-01.10.03.03,लिखा,लिला,1
107907,OpenSeg / V-01.10.03.03,क।,क-जय,3
107907,OpenSeg / V-01.10.03.03,जब,पका,3
107907,OpenSeg / V-01.10.03.03,पका,संगोगट,6
107907,OpenSeg / V-01.10.03.03,संगोगट,या,6
107907,OpenSeg / V-01.10.03.03,या,उसे,3
107907,OpenSeg / V-01.10.03.03,उसे,होता,4
107907,OpenSeg / V-01.10.03.03,होता,"दै,",4
107907,OpenSeg / V-01.10.03.03,"है,",तय,3
107907,OpenSeg / V-01.10.03.03,तब,यह,2
107907,OpenSeg / V-01.10.03.03,वह,इन,2
107907,OpenSeg / V-01.10.03.03,इन,अक्षराफ,7
107907,OpenSeg / V-01.10.03.03,अक्षरोंके,कपर,7
107907,OpenSeg / V-01.10.03.03,ऊपर,लिखा,4
107907,OpenSeg / V-01.10.03.03,लिखा,जाताही,5
107907,OpenSeg / V-01.10.03.03,जाता,हे।,4
107907,OpenSeg / V-01.10.03.03,"है,","जैसेथ,,",5
107907,OpenSeg / V-01.10.03.03,जैसे,हा,4
107907,OpenSeg / V-01.10.03.03,"एए,,",हके,4
107907,OpenSeg / V-01.10.03.03,प्ट।,लाथ,4
107907,OpenSeg / V-01.10.03.03,के,"ण,",2
107907,OpenSeg / V-01.10.03.03,साथ,"न,",3
107907,OpenSeg / V-01.10.03.03,"ण,न,म,य,र","म,",7
107907,OpenSeg / V-01.10.03.03,और,"य,:",3
107907,OpenSeg / V-01.10.03.03,बका,और,3
107907,OpenSeg / V-01.10.03.03,योग,बका,3
107907,OpenSeg / V-01.10.03.03,होनेपर,योग,5
107907,OpenSeg / V-01.10.03.03,संयुक्त.,होनेपर,8
107907,OpenSeg / V-01.10.03.03,रूप,संयुल-रूप,6
107907,OpenSeg / V-01.10.03.03,इस,ररु,3
107907,OpenSeg / V-01.10.03.03,प्रकार,"प्रफारयोंतेह,",8
107907,OpenSeg / V-01.10.03.03,होते,दोते,1
107907,OpenSeg / V-01.10.03.03,"हैं,","है,।,",2
107907,OpenSeg / V-01.10.03.03,"स,ह,हा,हा,",के,10
107907,OpenSeg / V-01.10.03.03,ह।,"का,",3
107907,OpenSeg / V-01.10.03.03,शब्दोंके,"स,",8
107907,OpenSeg / V-01.10.03.03,उच्चारणके,हू॥,9
107907,OpenSeg / V-01.10.03.03,नियम।,शक्ोंके,7
107907,OpenSeg / V-01.10.03.03,हिन्दीमें,उच्चारणके,9
107907,OpenSeg / V-01.10.03.03,सभी,नियम,4
107907,OpenSeg / V-01.10.03.03,शब्द,'हिन्दीमें,8
107907,OpenSeg / V-01.10.03.03,स्वरान्त,सभी,7
107907,OpenSeg / V-01.10.03.03,लिखे,शग्,4
107907,OpenSeg / V-01.10.03.03,जाते,स्यरान्त,7
107907,OpenSeg / V-01.10.03.03,"हैं,",लिसी,4
107907,OpenSeg / V-01.10.03.03,पर,जाते,4
107907,OpenSeg / V-01.10.03.03,कविताको,"है,",7
107907,OpenSeg / V-01.10.03.03,छोड़,पर,4
107907,OpenSeg / V-01.10.03.03,सर्वत्र,मपिताको',8
107907,OpenSeg / V-01.10.03.03,अकारान्त,छोड़,8
107907,OpenSeg / V-01.10.03.03,शब्दोंका,सर्यत्र,7
107907,OpenSeg / V-01.10.03.03,उच्चारण,अकारान्त,7
107907,OpenSeg / V-01.10.03.03,व्यञ्जनान्त,शम्दोका,10
107907,OpenSeg / V-01.10.03.03,होता,उश्यारण,6
107907,OpenSeg / V-01.10.03.03,है:,व्यझनान्त,9
107907,OpenSeg / V-01.10.03.03,"जैसे,",होताहे,6
107907,OpenSeg / V-01.10.03.03,"भारत,",हे,5
107907,OpenSeg / V-01.10.03.03,राम।,"जैसे,",5
107907,OpenSeg / V-01.10.03.03,यहांत,"भारत,",4
107907,OpenSeg / V-01.10.03.03,और,राम।,4
107907,OpenSeg / V-01.10.03.03,म,यहा,3
107907,OpenSeg / V-01.10.03.03,स्वरान्त,त,7
107907,OpenSeg / V-01.10.03.03,"हैं,",और,4
107907,OpenSeg / V-01.10.03.03,पर,म,2
107907,OpenSeg / V-01.10.03.03,इनका,स्वरान्त,7
107907,OpenSeg / V-01.10.03.03,उकारण,"हू,",5
107907,OpenSeg / V-01.10.03.03,इस,पर,2
107907,OpenSeg / V-01.10.03.03,प्रकार,इनका-उछारण,8
107907,OpenSeg / V-01.10.03.03,होता,इस,4
107907,OpenSeg / V-01.10.03.03,"है,",प्रकार,6
107907,OpenSeg / V-01.10.03.03,मानो,होता,4
107907,OpenSeg / V-01.10.03.03,त,"है,",3
107907,OpenSeg / V-01.10.03.03,और,मानो,4
107907,OpenSeg / V-01.10.03.03,ममें,त,4
107907,OpenSeg / V-01.10.03.03,अकार,ओर,3
107907,OpenSeg / V-01.10.03.03,है,ममे,3
107907,OpenSeg / V-01.10.03.03,ही,अकार,4
107907,OpenSeg / V-01.10.03.03,नहीं।,ह,4
107907,OpenSeg / V-01.10.03.03,दो,दी,1
107907,OpenSeg / V-01.10.03.03,अकारान्त,नहीं,8
107907,OpenSeg / V-01.10.03.03,अक्षरोंके,दोो,8
107907,OpenSeg / V-01.10.03.03,शब्दोंका,अकारान्त,8
107907,OpenSeg / V-01.10.03.03,उच्चारण,वक्षरोंके,8
107907,OpenSeg / V-01.10.03.03,करनेके,श्द्दोंफा,9
107907,OpenSeg / V-01.10.03.03,समय,उच्ारण,6
107907,OpenSeg / V-01.10.03.03,दूसरा,करनेके,6
107907,OpenSeg / V-01.10.03.03,व्यञ्जनान्त,समय।,10
107907,OpenSeg / V-01.10.03.03,बोला,क,4
107907,OpenSeg / V-01.10.03.03,जाता,हू,4
107907,OpenSeg / V-01.10.03.03,"है,","शेछा,",4
107907,OpenSeg / V-01.10.03.03,"जैसे,",जाता?ै,5
107907,OpenSeg / V-01.10.03.03,"फल,",dh,3
107907,OpenSeg / V-01.10.03.03,वल।,सेiibd,6
107907,OpenSeg / V-01.10.03.03,Sir,a,3
107907,OpenSeg / V-01.10.03.03,इसी,च्छ,3
107907,OpenSeg / V-01.10.03.03,Satguru,r,6
107907,OpenSeg / V-01.10.03.03,प्रकार,इgur,6
107907,OpenSeg / V-01.10.03.03,Jagjit,ag,4
107907,OpenSeg / V-01.10.03.03,Singh,I,5
107907,OpenSeg / V-01.10.03.03,तीन,anblibran,9
107907,OpenSeg / V-01.10.03.03,Ji,घूंं,4
107907,OpenSeg / V-01.10.03.03,अक्षरोंके,ू,9
107907,OpenSeg / V-01.10.03.03,eLibrary,प्रकार,8
107907,OpenSeg / V-01.10.03.03,शब्दोंमें,दों,6
107907,OpenSeg / V-01.10.03.03,NamdhariElibrary@gmail.com,के..,25
107907,OpenSeg / V-01.10.03.03,"तीसरा,",,6
107907,OpenSeg / V-01.10.03.03,चारमै,,5
107907,OpenSeg / V-01.10.03.03,दूसरा,,5
107907,OpenSeg / V-01.10.03.03,और,,2
107907,easyocr / EasyOCR,वर्णविचार।,घर्णयिचार,3
107907,easyocr / EasyOCR,११,१९,1
107907,easyocr / EasyOCR,अगल,जगल,1
107907,easyocr / EasyOCR,बगल,यगल,1
107907,easyocr / EasyOCR,और,थार,2
107907,easyocr / EasyOCR,लकीर,रुकीर,2
107907,easyocr / EasyOCR,"है,",है:,1
107907,easyocr / EasyOCR,"जैसे,",जैसे॰,1
107907,easyocr / EasyOCR,"लज्जा,","लच्ना,",2
107907,easyocr / EasyOCR,रज्जू।,रङजू,3
107907,easyocr / EasyOCR,"क,ट,ड,",1,6
107907,easyocr / EasyOCR,ढ,"क,",2
107907,easyocr / EasyOCR,के,"र,",2
107907,easyocr / EasyOCR,साथ,=,3
107907,easyocr / EasyOCR,जय,ढ,2
107907,easyocr / EasyOCR,य,फे,2
107907,easyocr / EasyOCR,जुड़ता,नाथ,6
107907,easyocr / EasyOCR,"है,",जघ,3
107907,easyocr / EasyOCR,तब,य,2
107907,easyocr / EasyOCR,उनके,जुड़ता,6
107907,easyocr / EasyOCR,रूप,"है,",3
107907,easyocr / EasyOCR,इस,तघ,2
107907,easyocr / EasyOCR,प्रकार,उनफे,6
107907,easyocr / EasyOCR,होते,रप,4
107907,easyocr / EasyOCR,"हैं:--पप,",दस्त,9
107907,easyocr / EasyOCR,"ट्य,",प्रकार,5
107907,easyocr / EasyOCR,"टन,",होते,4
107907,easyocr / EasyOCR,"इय,",ह:,3
107907,easyocr / EasyOCR,ढ्य।,फप,4
107907,easyocr / EasyOCR,जय,ट्य॰,3
107907,easyocr / EasyOCR,ण,ठय,2
107907,easyocr / EasyOCR,किसी,डय॰,4
107907,easyocr / EasyOCR,अन्य,ढ्य।,3
107907,easyocr / EasyOCR,व्यञ्जनसे,जव,8
107907,easyocr / EasyOCR,मिल,ण,3
107907,easyocr / EasyOCR,जाता,ककिप्ती,6
107907,easyocr / EasyOCR,"है,",नन्य,4
107907,easyocr / EasyOCR,तब,न्यञ्जनसे,9
107907,easyocr / EasyOCR,उसकी,मिल,4
107907,easyocr / EasyOCR,खड़ी,जाता,4
107907,easyocr / EasyOCR,रेखा,है॰,4
107907,easyocr / EasyOCR,गिर,तय,3
107907,easyocr / EasyOCR,जाती,उसको,4
107907,easyocr / EasyOCR,है।,घ्डी,4
107907,easyocr / EasyOCR,कौर,रेवा,4
107907,easyocr / EasyOCR,जब,गिर,3
107907,easyocr / EasyOCR,अपने,जाती,4
107907,easyocr / EasyOCR,धर्मफे,ह,6
107907,easyocr / EasyOCR,व्यञ्जनोंसे,फौर,11
107907,easyocr / EasyOCR,मिलता,जघ,5
107907,easyocr / EasyOCR,"है,",अपने,4
107907,easyocr / EasyOCR,तब,घर्गफे,6
107907,easyocr / EasyOCR,भी,ॅ्यञ्चनोत्ते,12
107907,easyocr / EasyOCR,रूप,मिलता,5
107907,easyocr / EasyOCR,इसी,हे,3
107907,easyocr / EasyOCR,प्रकार,तव,6
107907,easyocr / EasyOCR,बदल,भी,3
107907,easyocr / EasyOCR,जाता,रए,4
107907,easyocr / EasyOCR,है।,प्रकार,6
107907,easyocr / EasyOCR,पर,यहल,3
107907,easyocr / EasyOCR,उच्चारण,जाता,6
107907,easyocr / EasyOCR,नके,है।,3
107907,easyocr / EasyOCR,समान,पर,4
107907,easyocr / EasyOCR,होता,उघ्चारण,6
107907,easyocr / EasyOCR,है;,नझे,3
107907,easyocr / EasyOCR,"जैसे,",समान,5
107907,easyocr / EasyOCR,"कण्टक,",झोता,6
107907,easyocr / EasyOCR,ठण्ड।,हे,5
107907,easyocr / EasyOCR,क,"जेसे,",5
107907,easyocr / EasyOCR,गोर,फप्टक॰,6
107907,easyocr / EasyOCR,व,ठण्ड।,5
107907,easyocr / EasyOCR,योग,क,3
107907,easyocr / EasyOCR,व,गोर,3
107907,easyocr / EasyOCR,कके,घके,1
107907,easyocr / EasyOCR,नीचे,योगनें,5
107907,easyocr / EasyOCR,लिखा,च,4
107907,easyocr / EasyOCR,जाता,कःके,4
107907,easyocr / EasyOCR,"है,",नीचे,4
107907,easyocr / EasyOCR,जसे,लिवा,4
107907,easyocr / EasyOCR,क।,जाता,4
107907,easyocr / EasyOCR,जब,"ह,",2
107907,easyocr / EasyOCR,पका,जसे,3
107907,easyocr / EasyOCR,संगोगट,ए।,6
107907,easyocr / EasyOCR,या,जत,2
107907,easyocr / EasyOCR,उसे,पका,3
107907,easyocr / EasyOCR,होता,संगोग,5
107907,easyocr / EasyOCR,"है,",र,3
107907,easyocr / EasyOCR,तब,या,2
107907,easyocr / EasyOCR,वह,उसे,3
107907,easyocr / EasyOCR,इन,होता,4
107907,easyocr / EasyOCR,अक्षरोंके,दै॰,9
107907,easyocr / EasyOCR,ऊपर,त्नर,3
107907,easyocr / EasyOCR,लिखा,चद्द,4
107907,easyocr / EasyOCR,जाता,इन,4
107907,easyocr / EasyOCR,"है,",अक्षरोके,8
107907,easyocr / EasyOCR,जैसे,रूपर,4
107907,easyocr / EasyOCR,"एए,,",लिष्ना,6
107907,easyocr / EasyOCR,प्ट।,जाता,4
107907,easyocr / EasyOCR,के,हे;,2
107907,easyocr / EasyOCR,साथ,नेते,4
107907,easyocr / EasyOCR,"ण,न,म,य,र",ए॰,9
107907,easyocr / EasyOCR,और,ए।,2
107907,easyocr / EasyOCR,बका,हफे,3
107907,easyocr / EasyOCR,योग,साध,3
107907,easyocr / EasyOCR,होनेपर,"ण,",6
107907,easyocr / EasyOCR,संयुक्त.,न॰,8
107907,easyocr / EasyOCR,रूप,म॰,3
107907,easyocr / EasyOCR,इस,य॰,2
107907,easyocr / EasyOCR,प्रकार,९,6
107907,easyocr / EasyOCR,होते,गौर,4
107907,easyocr / EasyOCR,"हैं,",चका,4
107907,easyocr / EasyOCR,"स,ह,हा,हा,",योग,10
107907,easyocr / EasyOCR,ह।,होनेपर,5
107907,easyocr / EasyOCR,शब्दोंके,संग्रुक्त,8
107907,easyocr / EasyOCR,उच्चारणके,रूप,8
107907,easyocr / EasyOCR,नियम।,इस,5
107907,easyocr / EasyOCR,हिन्दीमें,परफार,9
107907,easyocr / EasyOCR,सभी,रोते,4
107907,easyocr / EasyOCR,शब्द,है॰,4
107907,easyocr / EasyOCR,स्वरान्त,हः,8
107907,easyocr / EasyOCR,लिखे,६॰,4
107907,easyocr / EasyOCR,जाते,"हा,",3
107907,easyocr / EasyOCR,"हैं,",हा॰,3
107907,easyocr / EasyOCR,पर,ह।,2
107907,easyocr / EasyOCR,कविताको,श्डोंके,6
107907,easyocr / EasyOCR,छोड़,उच्चारणके,9
107907,easyocr / EasyOCR,सर्वत्र,नियम,7
107907,easyocr / EasyOCR,अकारान्त,हिन्दोमे,8
107907,easyocr / EasyOCR,शब्दोंका,सभो,7
107907,easyocr / EasyOCR,उच्चारण,शः्द,6
107907,easyocr / EasyOCR,व्यञ्जनान्त,स्घरान्त,6
107907,easyocr / EasyOCR,होता,छिरो,4
107907,easyocr / EasyOCR,है:,जाते,4
107907,easyocr / EasyOCR,"जैसे,",हैं॰,4
107907,easyocr / EasyOCR,"भारत,",पर,4
107907,easyocr / EasyOCR,राम।,कचिताको,6
107907,easyocr / EasyOCR,यहांत,छोड़,5
107907,easyocr / EasyOCR,और,सर्थत्र,6
107907,easyocr / EasyOCR,म,अकारान्त,8
107907,easyocr / EasyOCR,स्वरान्त,शच्होका,8
107907,easyocr / EasyOCR,"हैं,",उच्चारण,7
107907,easyocr / EasyOCR,पर,ज्यञ्षनान्त,11
107907,easyocr / EasyOCR,इनका,होता,3
107907,easyocr / EasyOCR,उकारण,है,5
107907,easyocr / EasyOCR,इस,"जेते,",5
107907,easyocr / EasyOCR,प्रकार,"भारत,",5
107907,easyocr / EasyOCR,होता,राम।,4
107907,easyocr / EasyOCR,"है,",पहां,3
107907,easyocr / EasyOCR,मानो,त,4
107907,easyocr / EasyOCR,त,थौर,3
107907,easyocr / EasyOCR,और,म,2
107907,easyocr / EasyOCR,ममें,स्चरान्त,8
107907,easyocr / EasyOCR,अकार,हें,4
107907,easyocr / EasyOCR,है,पर,2
107907,easyocr / EasyOCR,ही,इनका,4
107907,easyocr / EasyOCR,नहीं।,उद्ारण,6
107907,easyocr / EasyOCR,दो,इस्त,4
107907,easyocr / EasyOCR,अकारान्त,प्रकार,7
107907,easyocr / EasyOCR,अक्षरोंके,होता,8
107907,easyocr / EasyOCR,शब्दोंका,है॰,8
107907,easyocr / EasyOCR,उच्चारण,मानो,6
107907,easyocr / EasyOCR,करनेके,त,6
107907,easyocr / EasyOCR,समय,और,3
107907,easyocr / EasyOCR,दूसरा,मनें,5
107907,easyocr / EasyOCR,व्यञ्जनान्त,अकार,10
107907,easyocr / EasyOCR,बोला,ईैं,4
107907,easyocr / EasyOCR,जाता,ईः,4
107907,easyocr / EasyOCR,"है,",नईां,4
107907,easyocr / EasyOCR,"जैसे,",दो,5
107907,easyocr / EasyOCR,"फल,",अकारान्त,8
107907,easyocr / EasyOCR,वल।,अक्षरॅके,8
107907,easyocr / EasyOCR,Sir,शच्दोका,7
107907,easyocr / EasyOCR,इसी,उजाएप,5
107907,easyocr / EasyOCR,Satguru,फरने=े,7
107907,easyocr / EasyOCR,प्रकार,समर,5
107907,easyocr / EasyOCR,Jagjit,सप्य,6
107907,easyocr / EasyOCR,Singh,व्यन्नान्त,10
107907,easyocr / EasyOCR,तीन,योला,4
107907,easyocr / EasyOCR,Ji,जाता,4
107907,easyocr / EasyOCR,अक्षरोंके,ह,9
107907,easyocr / EasyOCR,eLibrary,जेसे,8
107907,easyocr / EasyOCR,शब्दोंमें,फल,9
107907,easyocr / EasyOCR,NamdhariElibrary@gmail.com,घर्ः,26
107907,easyocr / EasyOCR,"तीसरा,",'$९2तज,6
107907,easyocr / EasyOCR,चारमै,फ,5
107907,easyocr / EasyOCR,दूसरा,=व,5
107907,easyocr / EasyOCR,और,$न,2
107907,easyocr / EasyOCR,,अक्षोराक,8
107907,easyocr / EasyOCR,,शव्दोम,6
107907,easyocr / EasyOCR,,@ाषशद,5
107907,easyocr / EasyOCR,,चारमक्टूषाश,11
107907,easyocr / EasyOCR,,और,2
107907,easyocr / EasyOCR,,इस्ी,4
107907,OpenYoja / V-01.08.00.00,वर्णविचार।,-उा,9
107907,OpenYoja / V-01.08.00.00,११,ह,2
107907,OpenYoja / V-01.08.00.00,है,घणंयिचार।,9
107907,OpenYoja / V-01.08.00.00,या,११,2
107907,OpenYoja / V-01.08.00.00,अगल,है,3
107907,OpenYoja / V-01.08.00.00,बगल,या,3
107907,OpenYoja / V-01.08.00.00,और,अगल,3
107907,OpenYoja / V-01.08.00.00,पहले,यगल,3
107907,OpenYoja / V-01.08.00.00,जकी,और,3
107907,OpenYoja / V-01.08.00.00,लकीर,पहले,4
107907,OpenYoja / V-01.08.00.00,गिर,जकी,3
107907,OpenYoja / V-01.08.00.00,जाती,लकीर,4
107907,OpenYoja / V-01.08.00.00,"है,",गिर,3
107907,OpenYoja / V-01.08.00.00,"जैसे,",जाती,4
107907,OpenYoja / V-01.08.00.00,"लज्जा,",है,6
107907,OpenYoja / V-01.08.00.00,रज्जू।,"जैसे,",5
107907,OpenYoja / V-01.08.00.00,"क,ट,ड,","खज्जा,",5
107907,OpenYoja / V-01.08.00.00,ढ,गज्डू,5
107907,OpenYoja / V-01.08.00.00,के,ह,2
107907,OpenYoja / V-01.08.00.00,साथ,"क,ट,ड,",6
107907,OpenYoja / V-01.08.00.00,जय,ट,2
107907,OpenYoja / V-01.08.00.00,य,के,2
107907,OpenYoja / V-01.08.00.00,जुड़ता,साथ,6
107907,OpenYoja / V-01.08.00.00,"है,",जय,3
107907,OpenYoja / V-01.08.00.00,तब,य,2
107907,OpenYoja / V-01.08.00.00,उनके,जुड़ता,6
107907,OpenYoja / V-01.08.00.00,रूप,"है,",3
107907,OpenYoja / V-01.08.00.00,इस,तय,2
107907,OpenYoja / V-01.08.00.00,प्रकार,उनके,5
107907,OpenYoja / V-01.08.00.00,होते,रूप,4
107907,OpenYoja / V-01.08.00.00,"हैं:--पप,",६सत,9
107907,OpenYoja / V-01.08.00.00,"ट्य,",प्रकार,5
107907,OpenYoja / V-01.08.00.00,"टन,",होते,4
107907,OpenYoja / V-01.08.00.00,"इय,","है:-यय,",5
107907,OpenYoja / V-01.08.00.00,ढ्य।,"टय,",3
107907,OpenYoja / V-01.08.00.00,जय,"टप,",3
107907,OpenYoja / V-01.08.00.00,ण,"डय,",3
107907,OpenYoja / V-01.08.00.00,किसी,द्य:,4
107907,OpenYoja / V-01.08.00.00,अन्य,जय,3
107907,OpenYoja / V-01.08.00.00,व्यञ्जनसे,ण,9
107907,OpenYoja / V-01.08.00.00,मिल,किसी,3
