Page ID,Model Name,Ground Truth,OCR Text,Edit Distance
174761,OpenYoja/V-01.10.01.03,भी,क्यों,5
174761,OpenYoja/V-01.10.01.03,क्यों,न,5
174761,OpenYoja/V-01.10.01.03,न,करे,3
174761,OpenYoja/V-01.10.01.03,करे,किसी,3
174761,OpenYoja/V-01.10.01.03,किसी,न,4
174761,OpenYoja/V-01.10.01.03,न,किसी,4
174761,OpenYoja/V-01.10.01.03,किसी,के,3
174761,OpenYoja/V-01.10.01.03,के,मन,2
174761,OpenYoja/V-01.10.01.03,मन,में,2
174761,OpenYoja/V-01.10.01.03,में,चोट,3
174761,OpenYoja/V-01.10.01.03,चोट,पहुंचाए,6
174761,OpenYoja/V-01.10.01.03,पहुंचाए,बिना,6
174761,OpenYoja/V-01.10.01.03,बिना,मनुष्य,6
174761,OpenYoja/V-01.10.01.03,मनुष्य,का,6
174761,OpenYoja/V-01.10.01.03,का,जीवन,4
174761,OpenYoja/V-01.10.01.03,जीवन,व्यतित,6
174761,OpenYoja/V-01.10.01.03,व्यतित,करना,6
174761,OpenYoja/V-01.10.01.03,करना,असंभव,5
174761,OpenYoja/V-01.10.01.03,असंभव,है।,5
174761,OpenYoja/V-01.10.01.03,है।,यहां,3
174761,OpenYoja/V-01.10.01.03,यहां,दूसरों,5
174761,OpenYoja/V-01.10.01.03,दूसरों,को,5
174761,OpenYoja/V-01.10.01.03,को,अनावश्यक,8
174761,OpenYoja/V-01.10.01.03,अनावश्यक,पीड़ा,8
174761,OpenYoja/V-01.10.01.03,पीड़ा,देने,5
174761,OpenYoja/V-01.10.01.03,देने,से,3
174761,OpenYoja/V-01.10.01.03,से,दूर,3
174761,OpenYoja/V-01.10.01.03,दूर,रहने,4
174761,OpenYoja/V-01.10.01.03,रहने,का,4
174761,OpenYoja/V-01.10.01.03,का,प्रयत्न,7
174761,OpenYoja/V-01.10.01.03,प्रयत्न,बहुत,6
174761,OpenYoja/V-01.10.01.03,बहुत,ही,3
174761,OpenYoja/V-01.10.01.03,ही,महत्वपूर्ण,9
174761,OpenYoja/V-01.10.01.03,महत्वपूर्ण,है।,9
174761,OpenYoja/V-01.10.01.03,है।,बिना,4
174761,OpenYoja/V-01.10.01.03,बिना,किसी,3
174761,OpenYoja/V-01.10.01.03,किसी,कारण,3
174761,OpenYoja/V-01.10.01.03,कारण,के,3
174761,OpenYoja/V-01.10.01.03,के,या,2
174761,OpenYoja/V-01.10.01.03,या,छोटी,4
174761,OpenYoja/V-01.10.01.03,छोटी,सी,3
174761,OpenYoja/V-01.10.01.03,सी,किसी,2
174761,OpenYoja/V-01.10.01.03,किसी,बात,4
174761,OpenYoja/V-01.10.01.03,बात,पर,3
174761,OpenYoja/V-01.10.01.03,पर,किसी,4
174761,OpenYoja/V-01.10.01.03,किसी,को,3
174761,OpenYoja/V-01.10.01.03,को,दुख,3
174761,OpenYoja/V-01.10.01.03,दुख,पहुंचाना,7
174761,OpenYoja/V-01.10.01.03,पहुंचाना,अनुचित,6
174761,OpenYoja/V-01.10.01.03,अनुचित,"है,",6
174761,OpenYoja/V-01.10.01.03,"है,",परन्तु,6
174761,OpenYoja/V-01.10.01.03,परन्तु,तुम्हारे,7
174761,OpenYoja/V-01.10.01.03,तुम्हारे,चरित्रधन,8
174761,OpenYoja/V-01.10.01.03,चरित्रधन,को,8
174761,OpenYoja/V-01.10.01.03,को,कुड़ेदान,7
174761,OpenYoja/V-01.10.01.03,कुड़ेदान,में,7
174761,OpenYoja/V-01.10.01.03,में,न,3
174761,OpenYoja/V-01.10.01.03,न,फेंकने,5
174761,OpenYoja/V-01.10.01.03,फेंकने,से,5
174761,OpenYoja/V-01.10.01.03,से,अगर,3
174761,OpenYoja/V-01.10.01.03,अगर,किसी,4
174761,OpenYoja/V-01.10.01.03,किसी,लंपट,4
174761,OpenYoja/V-01.10.01.03,लंपट,व्यक्ति,7
174761,OpenYoja/V-01.10.01.03,व्यक्ति,को,6
174761,OpenYoja/V-01.10.01.03,को,दुख,3
174761,OpenYoja/V-01.10.01.03,दुख,पहुँचाता,7
174761,OpenYoja/V-01.10.01.03,पहुँचाता,है,7
174761,OpenYoja/V-01.10.01.03,है,तो,2
174761,OpenYoja/V-01.10.01.03,तो,उसके,4
174761,OpenYoja/V-01.10.01.03,उसके,दुखी,4
174761,OpenYoja/V-01.10.01.03,दुखी,होने,4
174761,OpenYoja/V-01.10.01.03,होने,की,4
174761,OpenYoja/V-01.10.01.03,की,परवाह,5
174761,OpenYoja/V-01.10.01.03,परवाह,नहीं,5
174761,OpenYoja/V-01.10.01.03,नहीं,करनी,4
174761,OpenYoja/V-01.10.01.03,करनी,चाहिए।,6
174761,OpenYoja/V-01.10.01.03,चाहिए।,कोई,6
174761,OpenYoja/V-01.10.01.03,कोई,लंपट,4
174761,OpenYoja/V-01.10.01.03,लंपट,तुम्हारे,8
174761,OpenYoja/V-01.10.01.03,तुम्हारे,साथ,7
174761,OpenYoja/V-01.10.01.03,साथ,एक,3
174761,OpenYoja/V-01.10.01.03,एक,ही,2
174761,OpenYoja/V-01.10.01.03,ही,विस्तर,6
174761,OpenYoja/V-01.10.01.03,विस्तर,में,6
174761,OpenYoja/V-01.10.01.03,में,नहीं,3
174761,OpenYoja/V-01.10.01.03,नहीं,सो,4
174761,OpenYoja/V-01.10.01.03,सो,पाने,4
174761,OpenYoja/V-01.10.01.03,पाने,पर,3
174761,OpenYoja/V-01.10.01.03,पर,उसे,3
174761,OpenYoja/V-01.10.01.03,उसे,दुख,3
174761,OpenYoja/V-01.10.01.03,दुख,होता,4
174761,OpenYoja/V-01.10.01.03,होता,है,3
174761,OpenYoja/V-01.10.01.03,है,इसलिए,5
174761,OpenYoja/V-01.10.01.03,इसलिए,तुम,5
174761,OpenYoja/V-01.10.01.03,तुम,उसे,3
174761,OpenYoja/V-01.10.01.03,उसे,अपने,3
174761,OpenYoja/V-01.10.01.03,अपने,मकान,4
174761,OpenYoja/V-01.10.01.03,मकान,में,3
174761,OpenYoja/V-01.10.01.03,में,ठहरने,5
174761,OpenYoja/V-01.10.01.03,ठहरने,या।,5
174761,OpenYoja/V-01.10.01.03,या,तुम्हारे,7
174761,OpenYoja/V-01.10.01.03,तुम्हारे,साथ,7
174761,OpenYoja/V-01.10.01.03,साथ,एक,3
174761,OpenYoja/V-01.10.01.03,एक,ही,2
174761,OpenYoja/V-01.10.01.03,ही,विस्तर,6
174761,OpenYoja/V-01.10.01.03,विस्तर,पर,5
174761,OpenYoja/V-01.10.01.03,पर,सोने,4
174761,OpenYoja/V-01.10.01.03,सोने,की,4
174761,OpenYoja/V-01.10.01.03,की,अनुमति,6
174761,OpenYoja/V-01.10.01.03,अनुमति,नहीं,5
174761,OpenYoja/V-01.10.01.03,नहीं,दे,4
174761,OpenYoja/V-01.10.01.03,दे,सकते,3
174761,OpenYoja/V-01.10.01.03,सकते,हो,4
174761,OpenYoja/V-01.10.01.03,हो।,कोई,2
174761,OpenYoja/V-01.10.01.03,कोई,चोर,2
174761,OpenYoja/V-01.10.01.03,चोर,को,2
174761,OpenYoja/V-01.10.01.03,को,अगर,3
174761,OpenYoja/V-01.10.01.03,अगर,तुम्हारा,7
174761,OpenYoja/V-01.10.01.03,तुम्हारा,पाँकेट,8
174761,OpenYoja/V-01.10.01.03,पॉकेट,नहीं।,5
174761,OpenYoja/V-01.10.01.03,नहीं,काट,4
174761,OpenYoja/V-01.10.01.03,काट,पाने,3
174761,OpenYoja/V-01.10.01.03,पाने,पर,3
174761,OpenYoja/V-01.10.01.03,पर,उसे,3
174761,OpenYoja/V-01.10.01.03,उसे,दुख,3
174761,OpenYoja/V-01.10.01.03,दुख,होता,4
174761,OpenYoja/V-01.10.01.03,होता,है,3
174761,OpenYoja/V-01.10.01.03,है,तो,2
174761,OpenYoja/V-01.10.01.03,तो,तुम,2
174761,OpenYoja/V-01.10.01.03,तुम,उसे,3
174761,OpenYoja/V-01.10.01.03,उसे,अपना,4
174761,OpenYoja/V-01.10.01.03,अपना,पाँकेट,6
174761,OpenYoja/V-01.10.01.03,पॉकेट,काटने,5
174761,OpenYoja/V-01.10.01.03,काटने,की,4
174761,OpenYoja/V-01.10.01.03,की,सुविधा,6
174761,OpenYoja/V-01.10.01.03,सुविधा,नहीं,6
174761,OpenYoja/V-01.10.01.03,नहीं,दे,4
174761,OpenYoja/V-01.10.01.03,दे,सकते,3
174761,OpenYoja/V-01.10.01.03,सकते,हो,4
174761,OpenYoja/V-01.10.01.03,हो।,कोई,2
174761,OpenYoja/V-01.10.01.03,कोई,दूसरों,5
174761,OpenYoja/V-01.10.01.03,दूसरों,को,5
174761,OpenYoja/V-01.10.01.03,को,पीड़ा,5
174761,OpenYoja/V-01.10.01.03,पीड़ा,देनेवाला,7
174761,OpenYoja/V-01.10.01.03,देनेवाला,व्यक्ति,8
174761,OpenYoja/V-01.10.01.03,व्यक्ति,57,7
174761,OpenYoja/V-01.10.01.03,57,००t०ced,7
174761,OpenYoja/V-01.10.01.03,Collected,6७,9
174761,OpenYoja/V-01.10.01.03,by,c006oeiee,9
174761,OpenYoja/V-01.10.01.03,Mukherjee,"16,",9
174761,OpenYoja/V-01.10.01.03,"TK,",०6a0oa0,7
174761,OpenYoja/V-01.10.01.03,Dhanbad,,7
174761,OpenYoja/V-01.04.03.00,है।,है।विश्वास,7
174761,OpenYoja/V-01.04.03.00,विश्वास,रखना,6
174761,OpenYoja/V-01.04.03.00,रखना,चाहिए,5
174761,OpenYoja/V-01.04.03.00,चाहिए,कि,4
174761,OpenYoja/V-01.04.03.00,क्योंकि,विश्वास,7
174761,OpenYoja/V-01.04.03.00,विश्वास,ही,7
174761,OpenYoja/V-01.04.03.00,ही,बल,2
174761,OpenYoja/V-01.04.03.00,बल,है,2
174761,OpenYoja/V-01.04.03.00,है।,जिसको,5
174761,OpenYoja/V-01.04.03.00,जिसको,बाह्य,5
174761,OpenYoja/V-01.04.03.00,बाह्य,उपदेश,5
174761,OpenYoja/V-01.04.03.00,उपदेश,देने,4
174761,OpenYoja/V-01.04.03.00,देने,प्रतिबंध,8
174761,OpenYoja/V-01.04.03.00,प्रतिबंध,अथवा,8
174761,OpenYoja/V-01.04.03.00,"है,",सामाजिक,7
174761,OpenYoja/V-01.04.03.00,अथवा,व्यवधान,5
174761,OpenYoja/V-01.04.03.00,सामाजिक,या,6
174761,OpenYoja/V-01.04.03.00,व्यवधान,दूरी,7
174761,OpenYoja/V-01.04.03.00,या,के,2
174761,OpenYoja/V-01.04.03.00,दूरी,कारण,3
174761,OpenYoja/V-01.04.03.00,के,संभव,4
174761,OpenYoja/V-01.04.03.00,कारण,नहीं,4
174761,OpenYoja/V-01.04.03.00,संभव,है,4
174761,OpenYoja/V-01.04.03.00,नहीं,उसे,4
174761,OpenYoja/V-01.04.03.00,है,मन,2
174761,OpenYoja/V-01.04.03.00,उसे,ही,3
174761,OpenYoja/V-01.04.03.00,ही,संयम,4
174761,OpenYoja/V-01.04.03.00,मन,की,2
174761,OpenYoja/V-01.04.03.00,संयम,ओर,4
174761,OpenYoja/V-01.04.03.00,की,आकर्षित,6
174761,OpenYoja/V-01.04.03.00,ओर,करना,3
174761,OpenYoja/V-01.04.03.00,आकर्षित,चाहिए।,7
174761,OpenYoja/V-01.04.03.00,करना,यह,4
174761,OpenYoja/V-01.04.03.00,चाहिए।,लाभदायक,6
174761,OpenYoja/V-01.04.03.00,यह,सिद्ध,5
174761,OpenYoja/V-01.04.03.00,लाभदायक,होगा।,6
174761,OpenYoja/V-01.04.03.00,सिद्ध,यह,5
174761,OpenYoja/V-01.04.03.00,होगा।,उपदेश,5
174761,OpenYoja/V-01.04.03.00,यह,प्रत्यक्ष,8
174761,OpenYoja/V-01.04.03.00,उपदेश,अनुभव,5
174761,OpenYoja/V-01.04.03.00,प्रत्यक्ष,और,8
174761,OpenYoja/V-01.04.03.00,अनुभव,वास्तविक,7
174761,OpenYoja/V-01.04.03.00,और,घटनाओं,6
174761,OpenYoja/V-01.04.03.00,वास्तविक,पर,8
174761,OpenYoja/V-01.04.03.00,घटनाओं,आधारित,6
174761,OpenYoja/V-01.04.03.00,पर,है,2
174761,OpenYoja/V-01.04.03.00,आधारित,वृथा,6
174761,OpenYoja/V-01.04.03.00,है।,क्लेश।,5
174761,OpenYoja/V-01.04.03.00,वृथा,देना,3
174761,OpenYoja/V-01.04.03.00,क्लेश,भगवान,5
174761,OpenYoja/V-01.04.03.00,देना,की,4
174761,OpenYoja/V-01.04.03.00,भगवान,इस,5
174761,OpenYoja/V-01.04.03.00,की,सृष्टि,6
174761,OpenYoja/V-01.04.03.00,इस,में,3
174761,OpenYoja/V-01.04.03.00,सृष्टि,कोई,6
174761,OpenYoja/V-01.04.03.00,में,कितना,5
174761,OpenYoja/V-01.04.03.00,कोई,भी,3
174761,OpenYoja/V-01.04.03.00,कितना,क्यों,4
174761,OpenYoja/V-01.04.03.00,भी,न,2
174761,OpenYoja/V-01.04.03.00,क्यों,करे,4
174761,OpenYoja/V-01.04.03.00,न,किसी,4
174761,OpenYoja/V-01.04.03.00,करे,न,3
174761,OpenYoja/V-01.04.03.00,न,के,2
174761,OpenYoja/V-01.04.03.00,किसी,मन,4
174761,OpenYoja/V-01.04.03.00,के,में,2
174761,OpenYoja/V-01.04.03.00,मन,चोट,3
174761,OpenYoja/V-01.04.03.00,में,पहुंचाए,6
174761,OpenYoja/V-01.04.03.00,चोट,बिना,4
174761,OpenYoja/V-01.04.03.00,पहुंचाए,मनुष्य,6
174761,OpenYoja/V-01.04.03.00,बिना,का,3
174761,OpenYoja/V-01.04.03.00,मनुष्य,जीवन,6
174761,OpenYoja/V-01.04.03.00,का,व्यतित,6
174761,OpenYoja/V-01.04.03.00,जीवन,करना,4
174761,OpenYoja/V-01.04.03.00,व्यतित,असंभव,6
174761,OpenYoja/V-01.04.03.00,करना,है,4
174761,OpenYoja/V-01.04.03.00,असंभव,यहां,5
174761,OpenYoja/V-01.04.03.00,है।,दूसरों,6
174761,OpenYoja/V-01.04.03.00,यहां,को,4
174761,OpenYoja/V-01.04.03.00,दूसरों,अनावश्यक,8
174761,OpenYoja/V-01.04.03.00,को,पीड़ा,5
174761,OpenYoja/V-01.04.03.00,अनावश्यक,देने,8
174761,OpenYoja/V-01.04.03.00,पीड़ा,से,5
174761,OpenYoja/V-01.04.03.00,देने,दूर,3
174761,OpenYoja/V-01.04.03.00,से,रहने,3
174761,OpenYoja/V-01.04.03.00,दूर,का-प्रयत्म,9
174761,OpenYoja/V-01.04.03.00,रहने,बहुत,3
174761,OpenYoja/V-01.04.03.00,का,ही,2
174761,OpenYoja/V-01.04.03.00,प्रयत्न,महत्वपूर्ण,8
174761,OpenYoja/V-01.04.03.00,बहुत,है,3
174761,OpenYoja/V-01.04.03.00,ही,बिना,4
174761,OpenYoja/V-01.04.03.00,महत्वपूर्ण,किसी,10
174761,OpenYoja/V-01.04.03.00,है।,कारण,4
174761,OpenYoja/V-01.04.03.00,बिना,के,4
174761,OpenYoja/V-01.04.03.00,किसी,या,4
174761,OpenYoja/V-01.04.03.00,कारण,छोटी,4
174761,OpenYoja/V-01.04.03.00,के,सी,2
174761,OpenYoja/V-01.04.03.00,या,किसी,4
174761,OpenYoja/V-01.04.03.00,छोटी,बात,4
174761,OpenYoja/V-01.04.03.00,सी,पर,2
174761,OpenYoja/V-01.04.03.00,बात,को,3
174761,OpenYoja/V-01.04.03.00,पर,दुख,3
174761,OpenYoja/V-01.04.03.00,किसी,पहुंचाना,8
174761,OpenYoja/V-01.04.03.00,को,अनुचित,6
174761,OpenYoja/V-01.04.03.00,दुख,"है,",3
174761,OpenYoja/V-01.04.03.00,पहुंचाना,परन्तु,7
174761,OpenYoja/V-01.04.03.00,अनुचित,तुम्हारे,8
174761,OpenYoja/V-01.04.03.00,"है,",चरित्रधन,8
174761,OpenYoja/V-01.04.03.00,परन्तु,को,6
174761,OpenYoja/V-01.04.03.00,तुम्हारे,कुड़ेदान,7
174761,OpenYoja/V-01.04.03.00,चरित्रधन,में,8
174761,OpenYoja/V-01.04.03.00,को,न,2
174761,OpenYoja/V-01.04.03.00,कुड़ेदान,फेंकने,7
174761,OpenYoja/V-01.04.03.00,में,से,2
174761,OpenYoja/V-01.04.03.00,न,अगर,3
174761,OpenYoja/V-01.04.03.00,फेंकने,किसी,6
174761,OpenYoja/V-01.04.03.00,से,लंपट,4
174761,OpenYoja/V-01.04.03.00,अगर,व्यक्ति,7
174761,OpenYoja/V-01.04.03.00,किसी,को,3
174761,OpenYoja/V-01.04.03.00,लंपट,दुख,4
174761,OpenYoja/V-01.04.03.00,व्यक्ति,पहुँचाता,7
174761,OpenYoja/V-01.04.03.00,को,है,2
174761,OpenYoja/V-01.04.03.00,दुख,तो,3
174761,OpenYoja/V-01.04.03.00,पहुँचाता,उसके,8
174761,OpenYoja/V-01.04.03.00,है,दुखी,4
174761,OpenYoja/V-01.04.03.00,तो,होने,3
174761,OpenYoja/V-01.04.03.00,उसके,की,3
174761,OpenYoja/V-01.04.03.00,दुखी,परवाह,5
174761,OpenYoja/V-01.04.03.00,होने,नहीं,4
174761,OpenYoja/V-01.04.03.00,की,करनी,2
174761,OpenYoja/V-01.04.03.00,परवाह,चाहिए।,6
174761,OpenYoja/V-01.04.03.00,नहीं,कोई,4
174761,OpenYoja/V-01.04.03.00,करनी,लंपट,4
174761,OpenYoja/V-01.04.03.00,चाहिए।,तुम्हारे,7
174761,OpenYoja/V-01.04.03.00,कोई,साथ,3
174761,OpenYoja/V-01.04.03.00,लंपट,एक,4
174761,OpenYoja/V-01.04.03.00,तुम्हारे,ही,7
174761,OpenYoja/V-01.04.03.00,साथ,विस्तर,5
174761,OpenYoja/V-01.04.03.00,एक,में,3
174761,OpenYoja/V-01.04.03.00,ही,नहीं,2
174761,OpenYoja/V-01.04.03.00,विस्तर,सो,5
174761,OpenYoja/V-01.04.03.00,में,पाने,4
174761,OpenYoja/V-01.04.03.00,नहीं,पर,4
174761,OpenYoja/V-01.04.03.00,सो,उसे,2
174761,OpenYoja/V-01.04.03.00,पाने,दुख,4
174761,OpenYoja/V-01.04.03.00,पर,होता,4
174761,OpenYoja/V-01.04.03.00,उसे,है,3
174761,OpenYoja/V-01.04.03.00,दुख,इसलिए,5
174761,OpenYoja/V-01.04.03.00,होता,तुम,4
174761,OpenYoja/V-01.04.03.00,है,उसे,3
174761,OpenYoja/V-01.04.03.00,इसलिए,अपने,5
174761,OpenYoja/V-01.04.03.00,तुम,मकान,4
174761,OpenYoja/V-01.04.03.00,उसे,में,3
174761,OpenYoja/V-01.04.03.00,अपने,ठहरने,3
174761,OpenYoja/V-01.04.03.00,मकान,या।,3
174761,OpenYoja/V-01.04.03.00,में,तुम्हारे,7
174761,OpenYoja/V-01.04.03.00,ठहरने,साथ,5
174761,OpenYoja/V-01.04.03.00,या,एक,2
174761,OpenYoja/V-01.04.03.00,तुम्हारे,ही,7
174761,OpenYoja/V-01.04.03.00,साथ,विस्तर,5
174761,OpenYoja/V-01.04.03.00,एक,पर,2
174761,OpenYoja/V-01.04.03.00,ही,सोने,4
174761,OpenYoja/V-01.04.03.00,विस्तर,की,6
174761,OpenYoja/V-01.04.03.00,पर,अनुमति,6
174761,OpenYoja/V-01.04.03.00,सोने,नरही,4
174761,OpenYoja/V-01.04.03.00,की,दे,2
174761,OpenYoja/V-01.04.03.00,अनुमति,सकते,5
174761,OpenYoja/V-01.04.03.00,नहीं,हो,3
174761,OpenYoja/V-01.04.03.00,दे,कोई,3
174761,OpenYoja/V-01.04.03.00,सकते,चोर,4
174761,OpenYoja/V-01.04.03.00,हो।,को,2
174761,OpenYoja/V-01.04.03.00,कोई,अगर,3
174761,OpenYoja/V-01.04.03.00,चोर,तुम्हारा,7
174761,OpenYoja/V-01.04.03.00,को,पाँकेट,5
174761,OpenYoja/V-01.04.03.00,अगर,नहीं।,5
174761,OpenYoja/V-01.04.03.00,तुम्हारा,काट,7
174761,OpenYoja/V-01.04.03.00,पॉकेट,पाने,3
174761,OpenYoja/V-01.04.03.00,नहीं,पर,4
174761,OpenYoja/V-01.04.03.00,काट,उसे,3
174761,OpenYoja/V-01.04.03.00,पाने,दुख,4
174761,OpenYoja/V-01.04.03.00,पर,होता,4
174761,OpenYoja/V-01.04.03.00,उसे,है,3
174761,OpenYoja/V-01.04.03.00,दुख,तो,3
174761,OpenYoja/V-01.04.03.00,होता,तुम,4
174761,OpenYoja/V-01.04.03.00,है,उसे,3
174761,OpenYoja/V-01.04.03.00,तो,अपना,4
174761,OpenYoja/V-01.04.03.00,तुम,पॉँकेट,6
174761,OpenYoja/V-01.04.03.00,उसे,काटने,4
174761,OpenYoja/V-01.04.03.00,अपना,की,4
174761,OpenYoja/V-01.04.03.00,पॉकेट,सुविधा,6
174761,OpenYoja/V-01.04.03.00,काटने,नहीं,5
174761,OpenYoja/V-01.04.03.00,की,दे,2
174761,OpenYoja/V-01.04.03.00,सुविधा,सकते,5
174761,OpenYoja/V-01.04.03.00,नहीं,हो,3
174761,OpenYoja/V-01.04.03.00,दे,कोई,3
174761,OpenYoja/V-01.04.03.00,सकते,दूसरों,5
174761,OpenYoja/V-01.04.03.00,हो।,को,2
174761,OpenYoja/V-01.04.03.00,कोई,पीड़ा,5
174761,OpenYoja/V-01.04.03.00,दूसरों,देनेवाला,7
174761,OpenYoja/V-01.04.03.00,को,व्यक्ति,6
174761,OpenYoja/V-01.04.03.00,पीड़ा,57,5
174761,OpenYoja/V-01.04.03.00,देनेवाला,Collected,9
174761,OpenYoja/V-01.04.03.00,व्यक्ति,by,7
174761,OpenYoja/V-01.04.03.00,57,Mukheree,8
174761,OpenYoja/V-01.04.03.00,Collected,"TK,",9
174761,OpenYoja/V-01.04.03.00,by,Ohanbad,6
174761,OpenYoja/V-01.04.03.00,Mukherjee,,9
174761,OpenYoja/V-01.04.03.00,"TK,",,3
174761,OpenYoja/V-01.04.03.00,Dhanbad,,7
174761,V-00.01/V-01.04.01.00,बाह्य,बाहय,1
174761,V-00.01/V-01.04.01.00,है,"हैसेमनी,",6
174761,V-00.01/V-01.04.01.00,उसे,मन,3
174761,V-00.01/V-01.04.01.00,मन,संयम,4
174761,V-00.01/V-01.04.01.00,ही,की,1
174761,V-00.01/V-01.04.01.00,मन,ओर,2
174761,V-00.01/V-01.04.01.00,संयम,आकर्षित,7
174761,V-00.01/V-01.04.01.00,की,करना,3
174761,V-00.01/V-01.04.01.00,ओर,चाहिए।,6
174761,V-00.01/V-01.04.01.00,आकर्षित,यह,7
174761,V-00.01/V-01.04.01.00,करना,लाभदायक,6
174761,V-00.01/V-01.04.01.00,चाहिए।,सिद्ध,6
174761,V-00.01/V-01.04.01.00,यह,होगा।,5
174761,V-00.01/V-01.04.01.00,लाभदायक,यह,6
174761,V-00.01/V-01.04.01.00,सिद्ध,उपदेश,4
174761,V-00.01/V-01.04.01.00,होगा।,प्रत्यक्ष,9
174761,V-00.01/V-01.04.01.00,यह,अनुभव,5
174761,V-00.01/V-01.04.01.00,उपदेश,और,5
174761,V-00.01/V-01.04.01.00,प्रत्यक्ष,वास्तविक,8
174761,V-00.01/V-01.04.01.00,अनुभव,घटनाओं,5
174761,V-00.01/V-01.04.01.00,और,पर,1
174761,V-00.01/V-01.04.01.00,वास्तविक,आधारित,7
174761,V-00.01/V-01.04.01.00,घटनाओं,है,6
174761,V-00.01/V-01.04.01.00,पर,वृथा,4
174761,V-00.01/V-01.04.01.00,आधारित,क्लेश,6
174761,V-00.01/V-01.04.01.00,है।,देना,4
174761,V-00.01/V-01.04.01.00,वृथा,भगवान,4
174761,V-00.01/V-01.04.01.00,क्लेश,कीइस-र्टिमेा,9
174761,V-00.01/V-01.04.01.00,देना,कितना,3
174761,V-00.01/V-01.04.01.00,भगवान,भीक्यों,6
174761,V-00.01/V-01.04.01.00,की,नकरेकिसी,6
174761,V-00.01/V-01.04.01.00,इस,न,2
174761,V-00.01/V-01.04.01.00,सृष्टि,किसी,6
174761,V-00.01/V-01.04.01.00,में,के,2
174761,V-00.01/V-01.04.01.00,कोई,मन...मेंचोट,10
174761,V-00.01/V-01.04.01.00,कितना,पहुंचाए,6
174761,V-00.01/V-01.04.01.00,भी,बिना,4
174761,V-00.01/V-01.04.01.00,क्यों,मनुष्य,6
174761,V-00.01/V-01.04.01.00,न,का,2
174761,V-00.01/V-01.04.01.00,करे,जीवन,4
174761,V-00.01/V-01.04.01.00,किसी,व्यतित,6
174761,V-00.01/V-01.04.01.00,न,करना,3
174761,V-00.01/V-01.04.01.00,किसी,असंभव,5
174761,V-00.01/V-01.04.01.00,के,है।,3
174761,V-00.01/V-01.04.01.00,मन,यहां,4
174761,V-00.01/V-01.04.01.00,में,दूसरों,5
174761,V-00.01/V-01.04.01.00,चोट,को,2
174761,V-00.01/V-01.04.01.00,पहुंचाए,अनावश्यक,8
174761,V-00.01/V-01.04.01.00,बिना,पीड़ा,4
174761,V-00.01/V-01.04.01.00,मनुष्य,देनेसेूर,7
174761,V-00.01/V-01.04.01.00,का,रहने,4
174761,V-00.01/V-01.04.01.00,जीवन,का,4
174761,V-00.01/V-01.04.01.00,व्यतित,प्रयत्न,4
174761,V-00.01/V-01.04.01.00,करना,बहुती,5
174761,V-00.01/V-01.04.01.00,असंभव,महत्वपूर्ण,9
174761,V-00.01/V-01.04.01.00,यहां,बिना,4
174761,V-00.01/V-01.04.01.00,दूसरों,किसी,5
174761,V-00.01/V-01.04.01.00,को,कारण,3
174761,V-00.01/V-01.04.01.00,अनावश्यक,के,8
174761,V-00.01/V-01.04.01.00,पीड़ा,या,4
174761,V-00.01/V-01.04.01.00,देने,छोटी,4
174761,V-00.01/V-01.04.01.00,से,सी,1
174761,V-00.01/V-01.04.01.00,दूर,किसी,4
174761,V-00.01/V-01.04.01.00,रहने,बातर,4
174761,V-00.01/V-01.04.01.00,का,किसी,3
174761,V-00.01/V-01.04.01.00,प्रयत्न,कोुखपहुवाना,10
174761,V-00.01/V-01.04.01.00,बहुत,अनुचित,4
174761,V-00.01/V-01.04.01.00,ही,"है,",2
174761,V-00.01/V-01.04.01.00,महत्वपूर्ण,न,10
174761,V-00.01/V-01.04.01.00,है।,तुम्हारे,7
174761,V-00.01/V-01.04.01.00,बिना,चरित्रधन,7
174761,V-00.01/V-01.04.01.00,किसी,को,3
174761,V-00.01/V-01.04.01.00,कारण,कुड़ेदान,7
174761,V-00.01/V-01.04.01.00,के,मेंनफेंकनेसे,10
174761,V-00.01/V-01.04.01.00,या,अगर,3
174761,V-00.01/V-01.04.01.00,छोटी,किसी,3
174761,V-00.01/V-01.04.01.00,सी,व्यक्ति,7
174761,V-00.01/V-01.04.01.00,किसी,कोदुख,4
174761,V-00.01/V-01.04.01.00,बात,पहुँचाता,6
174761,V-00.01/V-01.04.01.00,पर,है,2
174761,V-00.01/V-01.04.01.00,किसी,तो,4
174761,V-00.01/V-01.04.01.00,को,उसकेुखी,6
174761,V-00.01/V-01.04.01.00,दुख,होने,4
174761,V-00.01/V-01.04.01.00,पहुंचाना,की,8
174761,V-00.01/V-01.04.01.00,अनुचित,परवाहा,6
174761,V-00.01/V-01.04.01.00,"है,",नहीं,3
174761,V-00.01/V-01.04.01.00,परन्तु,करनी,4
174761,V-00.01/V-01.04.01.00,तुम्हारे,चाहिए।,7
174761,V-00.01/V-01.04.01.00,चरित्रधन,कोलपट-त्हारीस,10
174761,V-00.01/V-01.04.01.00,को,एक,2
174761,V-00.01/V-01.04.01.00,कुड़ेदान,ही,8
174761,V-00.01/V-01.04.01.00,में,विस्तर,6
174761,V-00.01/V-01.04.01.00,न,में,3
174761,V-00.01/V-01.04.01.00,फेंकने,बर,6
174761,V-00.01/V-01.04.01.00,से,अपने,3
